FACT_ID,HEAD,RELATION,TAIL,TIME,ANSWER
FACT_3041_2,Morocco,Engage in diplomatic cooperation,0,2014-05-24,France
FACT_3041_3,Morocco,Engage in diplomatic cooperation,France,0,2014-05-24
FACT_3042_0,0,Make a visit,France,2014-06-06,Elizabeth II
FACT_3042_1,Elizabeth II,0,France,2014-06-06,Make a visit
FACT_3042_2,Elizabeth II,Make a visit,0,2014-06-06,France
FACT_3042_3,Elizabeth II,Make a visit,France,0,2014-06-06
FACT_3043_0,0,Use conventional military force,Citizen (Nigeria),2014-06-18,Boko Haram
FACT_3043_1,Boko Haram,0,Citizen (Nigeria),2014-06-18,Use conventional military force
FACT_3043_2,Boko Haram,Use conventional military force,0,2014-06-18,Citizen (Nigeria)
FACT_3043_3,Boko Haram,Use conventional military force,Citizen (Nigeria),0,2014-06-18
FACT_3044_0,0,Investigate,Other Authorities / Officials (Nigeria),2014-04-18,Chris Olukolade
FACT_3044_1,Chris Olukolade,0,Other Authorities / Officials (Nigeria),2014-04-18,Investigate
FACT_3044_2,Chris Olukolade,Investigate,0,2014-04-18,Other Authorities / Officials (Nigeria)
FACT_3044_3,Chris Olukolade,Investigate,Other Authorities / Officials (Nigeria),0,2014-04-18
FACT_3045_0,0,Threaten,Japan,2014-10-08,China
FACT_3045_1,China,0,Japan,2014-10-08,Threaten
FACT_3045_2,China,Threaten,0,2014-10-08,Japan
FACT_3045_3,China,Threaten,Japan,0,2014-10-08
FACT_3046_0,0,"Protest violently, riot",Police (Hong Kong),2014-12-11,Protester (Hong Kong)
FACT_3046_1,Protester (Hong Kong),0,Police (Hong Kong),2014-12-11,"Protest violently, riot"
FACT_3046_2,Protester (Hong Kong),"Protest violently, riot",0,2014-12-11,Police (Hong Kong)
FACT_3046_3,Protester (Hong Kong),"Protest violently, riot",Police (Hong Kong),0,2014-12-11
FACT_3047_0,0,Confiscate property,Vietnam,2014-07-04,Other Authorities / Officials (China)
FACT_3047_1,Other Authorities / Officials (China),0,Vietnam,2014-07-04,Confiscate property
FACT_3047_2,Other Authorities / Officials (China),Confiscate property,0,2014-07-04,Vietnam
FACT_3047_3,Other Authorities / Officials (China),Confiscate property,Vietnam,0,2014-07-04
FACT_3048_0,0,Praise or endorse,High Commission for Refugees,2014-07-08,Refugee (Jordan)
FACT_3048_1,Refugee (Jordan),0,High Commission for Refugees,2014-07-08,Praise or endorse
FACT_3048_2,Refugee (Jordan),Praise or endorse,0,2014-07-08,High Commission for Refugees
FACT_3048_3,Refugee (Jordan),Praise or endorse,High Commission for Refugees,0,2014-07-08
FACT_3049_0,0,Consult,Evo Morales,2014-03-12,Presidential Candidate (Bolivia)
FACT_3049_1,Presidential Candidate (Bolivia),0,Evo Morales,2014-03-12,Consult
FACT_3049_2,Presidential Candidate (Bolivia),Consult,0,2014-03-12,Evo Morales
FACT_3049_3,Presidential Candidate (Bolivia),Consult,Evo Morales,0,2014-03-12
FACT_3050_0,0,Express intent to meet or negotiate,National Coalition for Syrian Revolutionary and Opposition Forces,2014-02-03,Government (Syria)
FACT_3050_1,Government (Syria),0,National Coalition for Syrian Revolutionary and Opposition Forces,2014-02-03,Express intent to meet or negotiate
FACT_3050_2,Government (Syria),Express intent to meet or negotiate,0,2014-02-03,National Coalition for Syrian Revolutionary and Opposition Forces
FACT_3050_3,Government (Syria),Express intent to meet or negotiate,National Coalition for Syrian Revolutionary and Opposition Forces,0,2014-02-03
FACT_3051_0,0,Consult,Olisa Agbakoba,2014-01-23,Nigerian Bar Association
FACT_3051_1,Nigerian Bar Association,0,Olisa Agbakoba,2014-01-23,Consult
FACT_3051_2,Nigerian Bar Association,Consult,0,2014-01-23,Olisa Agbakoba
FACT_3051_3,Nigerian Bar Association,Consult,Olisa Agbakoba,0,2014-01-23
FACT_3052_0,0,Accuse,Mahinda Rajapaksa,2014-03-21,Head of Government (Sri Lanka)
FACT_3052_1,Head of Government (Sri Lanka),0,Mahinda Rajapaksa,2014-03-21,Accuse
FACT_3052_2,Head of Government (Sri Lanka),Accuse,0,2014-03-21,Mahinda Rajapaksa
FACT_3052_3,Head of Government (Sri Lanka),Accuse,Mahinda Rajapaksa,0,2014-03-21
FACT_3053_0,0,Make statement,Ashraf Ghani Ahmadzai,2014-07-12,Election Commission (Afghanistan)
FACT_3053_1,Election Commission (Afghanistan),0,Ashraf Ghani Ahmadzai,2014-07-12,Make statement
FACT_3053_2,Election Commission (Afghanistan),Make statement,0,2014-07-12,Ashraf Ghani Ahmadzai
FACT_3053_3,Election Commission (Afghanistan),Make statement,Ashraf Ghani Ahmadzai,0,2014-07-12
FACT_3054_0,0,Consult,Keiji Furuya,2014-06-30,UN Security Council
FACT_3054_1,UN Security Council,0,Keiji Furuya,2014-06-30,Consult
FACT_3054_2,UN Security Council,Consult,0,2014-06-30,Keiji Furuya
FACT_3054_3,UN Security Council,Consult,Keiji Furuya,0,2014-06-30
FACT_3055_0,0,Make pessimistic comment,Iran,2014-05-20,Benjamin Netanyahu
FACT_3055_1,Benjamin Netanyahu,0,Iran,2014-05-20,Make pessimistic comment
FACT_3055_2,Benjamin Netanyahu,Make pessimistic comment,0,2014-05-20,Iran
FACT_3055_3,Benjamin Netanyahu,Make pessimistic comment,Iran,0,2014-05-20
FACT_3056_0,0,Use unconventional violence,Military Personnel - Special (India),2014-03-31,Citizen (India)
FACT_3056_1,Citizen (India),0,Military Personnel - Special (India),2014-03-31,Use unconventional violence
FACT_3056_2,Citizen (India),Use unconventional violence,0,2014-03-31,Military Personnel - Special (India)
FACT_3056_3,Citizen (India),Use unconventional violence,Military Personnel - Special (India),0,2014-03-31
FACT_3057_0,0,Make statement,Military (Philippines),2014-06-29,Reuben Theodore Sindac
FACT_3057_1,Reuben Theodore Sindac,0,Military (Philippines),2014-06-29,Make statement
FACT_3057_2,Reuben Theodore Sindac,Make statement,0,2014-06-29,Military (Philippines)
FACT_3057_3,Reuben Theodore Sindac,Make statement,Military (Philippines),0,2014-06-29
FACT_3058_0,0,Use conventional military force,Cameroon,2014-03-12,Military Personnel - Special (Cameroon)
FACT_3058_1,Military Personnel - Special (Cameroon),0,Cameroon,2014-03-12,Use conventional military force
FACT_3058_2,Military Personnel - Special (Cameroon),Use conventional military force,0,2014-03-12,Cameroon
FACT_3058_3,Military Personnel - Special (Cameroon),Use conventional military force,Cameroon,0,2014-03-12
FACT_3059_0,0,Consult,Barack Obama,2014-06-06,Xi Jinping
FACT_3059_1,Xi Jinping,0,Barack Obama,2014-06-06,Consult
FACT_3059_2,Xi Jinping,Consult,0,2014-06-06,Barack Obama
FACT_3059_3,Xi Jinping,Consult,Barack Obama,0,2014-06-06
FACT_3060_0,0,Make statement,Iraq,2014-09-24,Barack Obama
FACT_3060_1,Barack Obama,0,Iraq,2014-09-24,Make statement
FACT_3060_2,Barack Obama,Make statement,0,2014-09-24,Iraq
FACT_3060_3,Barack Obama,Make statement,Iraq,0,2014-09-24
FACT_3061_0,0,Make an appeal or request,Pakistan Tehreek-e-Insaf,2014-08-10,Head of Government (Pakistan)
FACT_3061_1,Head of Government (Pakistan),0,Pakistan Tehreek-e-Insaf,2014-08-10,Make an appeal or request
FACT_3061_2,Head of Government (Pakistan),Make an appeal or request,0,2014-08-10,Pakistan Tehreek-e-Insaf
FACT_3061_3,Head of Government (Pakistan),Make an appeal or request,Pakistan Tehreek-e-Insaf,0,2014-08-10
FACT_3062_0,0,Meet at a 'third' location,Saud bin Faisal bin Abdul-Aziz,2014-11-24,Cabinet / Council of Ministers / Advisors (United States)
FACT_3062_1,Cabinet / Council of Ministers / Advisors (United States),0,Saud bin Faisal bin Abdul-Aziz,2014-11-24,Meet at a 'third' location
FACT_3062_2,Cabinet / Council of Ministers / Advisors (United States),Meet at a 'third' location,0,2014-11-24,Saud bin Faisal bin Abdul-Aziz
FACT_3062_3,Cabinet / Council of Ministers / Advisors (United States),Meet at a 'third' location,Saud bin Faisal bin Abdul-Aziz,0,2014-11-24
FACT_3063_0,0,Make statement,China,2014-12-10,Chen Deming
FACT_3063_1,Chen Deming,0,China,2014-12-10,Make statement
FACT_3063_2,Chen Deming,Make statement,0,2014-12-10,China
FACT_3063_3,Chen Deming,Make statement,China,0,2014-12-10
FACT_3064_0,0,Consult,China,2014-03-13,Malaysia
FACT_3064_1,Malaysia,0,China,2014-03-13,Consult
FACT_3064_2,Malaysia,Consult,0,2014-03-13,China
FACT_3064_3,Malaysia,Consult,China,0,2014-03-13
FACT_3065_0,0,Make an appeal or request,Uhuru Muigai Kenyatta,2014-08-18,Eugene Wamalwa
FACT_3065_1,Eugene Wamalwa,0,Uhuru Muigai Kenyatta,2014-08-18,Make an appeal or request
FACT_3065_2,Eugene Wamalwa,Make an appeal or request,0,2014-08-18,Uhuru Muigai Kenyatta
FACT_3065_3,Eugene Wamalwa,Make an appeal or request,Uhuru Muigai Kenyatta,0,2014-08-18
FACT_3066_0,0,Criticize or denounce,Al-Shabaab,2014-06-17,Ethiopia
FACT_3066_1,Ethiopia,0,Al-Shabaab,2014-06-17,Criticize or denounce
FACT_3066_2,Ethiopia,Criticize or denounce,0,2014-06-17,Al-Shabaab
FACT_3066_3,Ethiopia,Criticize or denounce,Al-Shabaab,0,2014-06-17
FACT_3067_0,0,Impose restrictions on political freedoms,Thailand,2014-01-27,Protester (Thailand)
FACT_3067_1,Protester (Thailand),0,Thailand,2014-01-27,Impose restrictions on political freedoms
FACT_3067_2,Protester (Thailand),Impose restrictions on political freedoms,0,2014-01-27,Thailand
FACT_3067_3,Protester (Thailand),Impose restrictions on political freedoms,Thailand,0,2014-01-27
FACT_3068_0,0,Consult,Abdullah Abdullah,2014-09-22,Ashraf Ghani Ahmadzai
FACT_3068_1,Ashraf Ghani Ahmadzai,0,Abdullah Abdullah,2014-09-22,Consult
FACT_3068_2,Ashraf Ghani Ahmadzai,Consult,0,2014-09-22,Abdullah Abdullah
FACT_3068_3,Ashraf Ghani Ahmadzai,Consult,Abdullah Abdullah,0,2014-09-22
FACT_3069_0,0,"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-06-19,Police (Kenya)
FACT_3069_1,Police (Kenya),0,Citizen (Kenya),2014-06-19,"Arrest, detain, or charge with legal action"
FACT_3069_2,Police (Kenya),"Arrest, detain, or charge with legal action",0,2014-06-19,Citizen (Kenya)
FACT_3069_3,Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),0,2014-06-19
FACT_3070_0,0,Use unconventional violence,Iraq,2014-10-23,Criminal (Islamic State of Iraq and the Levant)
FACT_3070_1,Criminal (Islamic State of Iraq and the Levant),0,Iraq,2014-10-23,Use unconventional violence
FACT_3070_2,Criminal (Islamic State of Iraq and the Levant),Use unconventional violence,0,2014-10-23,Iraq
FACT_3070_3,Criminal (Islamic State of Iraq and the Levant),Use unconventional violence,Iraq,0,2014-10-23
FACT_3071_0,0,Make pessimistic comment,Military (Russia),2014-04-04,John Kerry
FACT_3071_1,John Kerry,0,Military (Russia),2014-04-04,Make pessimistic comment
FACT_3071_2,John Kerry,Make pessimistic comment,0,2014-04-04,Military (Russia)
FACT_3071_3,John Kerry,Make pessimistic comment,Military (Russia),0,2014-04-04
FACT_3072_0,0,Discuss by telephone,Ministry (France),2014-02-20,Interfax
FACT_3072_1,Interfax,0,Ministry (France),2014-02-20,Discuss by telephone
FACT_3072_2,Interfax,Discuss by telephone,0,2014-02-20,Ministry (France)
FACT_3072_3,Interfax,Discuss by telephone,Ministry (France),0,2014-02-20
FACT_3073_0,0,Make an appeal or request,Citizen (Unidentified State Actor),2014-08-12,Massoud Barzani
FACT_3073_1,Massoud Barzani,0,Citizen (Unidentified State Actor),2014-08-12,Make an appeal or request
FACT_3073_2,Massoud Barzani,Make an appeal or request,0,2014-08-12,Citizen (Unidentified State Actor)
FACT_3073_3,Massoud Barzani,Make an appeal or request,Citizen (Unidentified State Actor),0,2014-08-12
FACT_3074_0,0,Praise or endorse,Morocco,2014-11-20,Alpha Condé
FACT_3074_1,Alpha Condé,0,Morocco,2014-11-20,Praise or endorse
FACT_3074_2,Alpha Condé,Praise or endorse,0,2014-11-20,Morocco
FACT_3074_3,Alpha Condé,Praise or endorse,Morocco,0,2014-11-20
FACT_3075_0,0,Make pessimistic comment,Reserve Personnel (Iran),2014-03-07,Iran
FACT_3075_1,Iran,0,Reserve Personnel (Iran),2014-03-07,Make pessimistic comment
FACT_3075_2,Iran,Make pessimistic comment,0,2014-03-07,Reserve Personnel (Iran)
FACT_3075_3,Iran,Make pessimistic comment,Reserve Personnel (Iran),0,2014-03-07
FACT_3076_0,0,Host a visit,Ashraf Ghani Ahmadzai,2014-06-24,Abdullah Abdullah
FACT_3076_1,Abdullah Abdullah,0,Ashraf Ghani Ahmadzai,2014-06-24,Host a visit
FACT_3076_2,Abdullah Abdullah,Host a visit,0,2014-06-24,Ashraf Ghani Ahmadzai
FACT_3076_3,Abdullah Abdullah,Host a visit,Ashraf Ghani Ahmadzai,0,2014-06-24
FACT_3077_0,0,Make statement,Agence France-Presse,2014-11-27,Domestic Affairs (Yemen)
FACT_3077_1,Domestic Affairs (Yemen),0,Agence France-Presse,2014-11-27,Make statement
FACT_3077_2,Domestic Affairs (Yemen),Make statement,0,2014-11-27,Agence France-Presse
FACT_3077_3,Domestic Affairs (Yemen),Make statement,Agence France-Presse,0,2014-11-27
FACT_3078_0,0,"Protest violently, riot",Police (Ukraine),2014-02-01,Protester (Ukraine)
FACT_3078_1,Protester (Ukraine),0,Police (Ukraine),2014-02-01,"Protest violently, riot"
FACT_3078_2,Protester (Ukraine),"Protest violently, riot",0,2014-02-01,Police (Ukraine)
FACT_3078_3,Protester (Ukraine),"Protest violently, riot",Police (Ukraine),0,2014-02-01
FACT_3079_0,0,Express intent to provide military aid,Military Personnel - Special (Afghanistan),2014-06-02,North Atlantic Treaty Organization
FACT_3079_1,North Atlantic Treaty Organization,0,Military Personnel - Special (Afghanistan),2014-06-02,Express intent to provide military aid
FACT_3079_2,North Atlantic Treaty Organization,Express intent to provide military aid,0,2014-06-02,Military Personnel - Special (Afghanistan)
FACT_3079_3,North Atlantic Treaty Organization,Express intent to provide military aid,Military Personnel - Special (Afghanistan),0,2014-06-02
FACT_3080_0,0,Make an appeal or request,Citizen (Sudan),2014-10-02,Police (Sudan)
FACT_3080_1,Police (Sudan),0,Citizen (Sudan),2014-10-02,Make an appeal or request
FACT_3080_2,Police (Sudan),Make an appeal or request,0,2014-10-02,Citizen (Sudan)
FACT_3080_3,Police (Sudan),Make an appeal or request,Citizen (Sudan),0,2014-10-02
FACT_3081_0,0,Make an appeal or request,Citizen (Nigeria),2014-04-24,Muhammadu Buhari
FACT_3081_1,Muhammadu Buhari,0,Citizen (Nigeria),2014-04-24,Make an appeal or request
FACT_3081_2,Muhammadu Buhari,Make an appeal or request,0,2014-04-24,Citizen (Nigeria)
FACT_3081_3,Muhammadu Buhari,Make an appeal or request,Citizen (Nigeria),0,2014-04-24
FACT_3082_0,0,Express intent to meet or negotiate,North Atlantic Treaty Organization,2014-09-01,Julie Bishop
FACT_3082_1,Julie Bishop,0,North Atlantic Treaty Organization,2014-09-01,Express intent to meet or negotiate
FACT_3082_2,Julie Bishop,Express intent to meet or negotiate,0,2014-09-01,North Atlantic Treaty Organization
FACT_3082_3,Julie Bishop,Express intent to meet or negotiate,North Atlantic Treaty Organization,0,2014-09-01
FACT_3083_0,0,Make statement,Clergy (Holy See (Vatican City State)),2014-06-25,Archbishop (Australia)
FACT_3083_1,Archbishop (Australia),0,Clergy (Holy See (Vatican City State)),2014-06-25,Make statement
FACT_3083_2,Archbishop (Australia),Make statement,0,2014-06-25,Clergy (Holy See (Vatican City State))
FACT_3083_3,Archbishop (Australia),Make statement,Clergy (Holy See (Vatican City State)),0,2014-06-25
FACT_3084_0,0,Consult,François Hollande,2014-08-10,Massoud Barzani
FACT_3084_1,Massoud Barzani,0,François Hollande,2014-08-10,Consult
FACT_3084_2,Massoud Barzani,Consult,0,2014-08-10,François Hollande
FACT_3084_3,Massoud Barzani,Consult,François Hollande,0,2014-08-10
FACT_3085_0,0,Consult,Head of Government (Afghanistan),2014-10-17,Mamnoon Hussain
FACT_3085_1,Mamnoon Hussain,0,Head of Government (Afghanistan),2014-10-17,Consult
FACT_3085_2,Mamnoon Hussain,Consult,0,2014-10-17,Head of Government (Afghanistan)
FACT_3085_3,Mamnoon Hussain,Consult,Head of Government (Afghanistan),0,2014-10-17
FACT_3086_0,0,Make a visit,Iran,2014-01-21,Ertharin Cousin
FACT_3086_1,Ertharin Cousin,0,Iran,2014-01-21,Make a visit
FACT_3086_2,Ertharin Cousin,Make a visit,0,2014-01-21,Iran
FACT_3086_3,Ertharin Cousin,Make a visit,Iran,0,2014-01-21
FACT_3087_0,0,Accuse,Citizen (India),2014-05-30,Head of Government (India)
FACT_3087_1,Head of Government (India),0,Citizen (India),2014-05-30,Accuse
FACT_3087_2,Head of Government (India),Accuse,0,2014-05-30,Citizen (India)
FACT_3087_3,Head of Government (India),Accuse,Citizen (India),0,2014-05-30
FACT_3088_0,0,Make statement,South Africa,2014-03-11,Education Ministry (South Africa)
FACT_3088_1,Education Ministry (South Africa),0,South Africa,2014-03-11,Make statement
FACT_3088_2,Education Ministry (South Africa),Make statement,0,2014-03-11,South Africa
FACT_3088_3,Education Ministry (South Africa),Make statement,South Africa,0,2014-03-11
FACT_3089_0,0,Host a visit,Domestic Affairs (South Sudan),2014-06-22,Sudan
FACT_3089_1,Sudan,0,Domestic Affairs (South Sudan),2014-06-22,Host a visit
FACT_3089_2,Sudan,Host a visit,0,2014-06-22,Domestic Affairs (South Sudan)
FACT_3089_3,Sudan,Host a visit,Domestic Affairs (South Sudan),0,2014-06-22
FACT_3090_0,0,Make a visit,Vietnam,2014-10-27,China
FACT_3090_1,China,0,Vietnam,2014-10-27,Make a visit
FACT_3090_2,China,Make a visit,0,2014-10-27,Vietnam
FACT_3090_3,China,Make a visit,Vietnam,0,2014-10-27
FACT_3091_0,0,Use conventional military force,Citizen (Kenya),2014-07-21,Al-Shabaab
FACT_3091_1,Al-Shabaab,0,Citizen (Kenya),2014-07-21,Use conventional military force
FACT_3091_2,Al-Shabaab,Use conventional military force,0,2014-07-21,Citizen (Kenya)
FACT_3091_3,Al-Shabaab,Use conventional military force,Citizen (Kenya),0,2014-07-21
FACT_3092_0,0,Make an appeal or request,European Parliament,2014-12-05,Dimitrios Avramopoulos
FACT_3092_1,Dimitrios Avramopoulos,0,European Parliament,2014-12-05,Make an appeal or request
FACT_3092_2,Dimitrios Avramopoulos,Make an appeal or request,0,2014-12-05,European Parliament
FACT_3092_3,Dimitrios Avramopoulos,Make an appeal or request,European Parliament,0,2014-12-05
FACT_3093_0,0,Make statement,Government (Nigeria),2014-09-05,Health Ministry (Nigeria)
FACT_3093_1,Health Ministry (Nigeria),0,Government (Nigeria),2014-09-05,Make statement
FACT_3093_2,Health Ministry (Nigeria),Make statement,0,2014-09-05,Government (Nigeria)
FACT_3093_3,Health Ministry (Nigeria),Make statement,Government (Nigeria),0,2014-09-05
FACT_3094_0,0,Make statement,Member of Parliament (India),2014-09-20,Dharamvira Gandhi
FACT_3094_1,Dharamvira Gandhi,0,Member of Parliament (India),2014-09-20,Make statement
FACT_3094_2,Dharamvira Gandhi,Make statement,0,2014-09-20,Member of Parliament (India)
FACT_3094_3,Dharamvira Gandhi,Make statement,Member of Parliament (India),0,2014-09-20
FACT_3095_0,0,Make an appeal or request,Government (Nigeria),2014-06-20,Okey Wali
FACT_3095_1,Okey Wali,0,Government (Nigeria),2014-06-20,Make an appeal or request
FACT_3095_2,Okey Wali,Make an appeal or request,0,2014-06-20,Government (Nigeria)
FACT_3095_3,Okey Wali,Make an appeal or request,Government (Nigeria),0,2014-06-20
FACT_3096_0,0,fight with small arms and light weapons,Children (Namibia),2014-09-01,Police (Namibia)
FACT_3096_1,Police (Namibia),0,Children (Namibia),2014-09-01,fight with small arms and light weapons
FACT_3096_2,Police (Namibia),fight with small arms and light weapons,0,2014-09-01,Children (Namibia)
FACT_3096_3,Police (Namibia),fight with small arms and light weapons,Children (Namibia),0,2014-09-01
FACT_3097_0,0,Praise or endorse,China,2014-06-25,Rights Activist (United States)
FACT_3097_1,Rights Activist (United States),0,China,2014-06-25,Praise or endorse
FACT_3097_2,Rights Activist (United States),Praise or endorse,0,2014-06-25,China
FACT_3097_3,Rights Activist (United States),Praise or endorse,China,0,2014-06-25
FACT_3098_0,0,Make statement,Member of Parliament (Romania),2014-09-03,Victor Ponta
FACT_3098_1,Victor Ponta,0,Member of Parliament (Romania),2014-09-03,Make statement
FACT_3098_2,Victor Ponta,Make statement,0,2014-09-03,Member of Parliament (Romania)
FACT_3098_3,Victor Ponta,Make statement,Member of Parliament (Romania),0,2014-09-03
FACT_3099_0,0,Make an appeal or request,Citizen (Nigeria),2014-07-18,Head of Government (Nigeria)
FACT_3099_1,Head of Government (Nigeria),0,Citizen (Nigeria),2014-07-18,Make an appeal or request
FACT_3099_2,Head of Government (Nigeria),Make an appeal or request,0,2014-07-18,Citizen (Nigeria)
FACT_3099_3,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),0,2014-07-18
FACT_3100_0,0,Sign formal agreement,Myanmar,2014-10-06,Thailand
FACT_3100_1,Thailand,0,Myanmar,2014-10-06,Sign formal agreement
FACT_3100_2,Thailand,Sign formal agreement,0,2014-10-06,Myanmar
FACT_3100_3,Thailand,Sign formal agreement,Myanmar,0,2014-10-06
FACT_3101_0,0,Threaten,Asad Umar,2014-08-08,Government (Pakistan)
FACT_3101_1,Government (Pakistan),0,Asad Umar,2014-08-08,Threaten
FACT_3101_2,Government (Pakistan),Threaten,0,2014-08-08,Asad Umar
FACT_3101_3,Government (Pakistan),Threaten,Asad Umar,0,2014-08-08
FACT_3102_0,0,Make statement,Xi Jinping,2014-11-05,Ministry (Mainland Affairs Council)
FACT_3102_1,Ministry (Mainland Affairs Council),0,Xi Jinping,2014-11-05,Make statement
FACT_3102_2,Ministry (Mainland Affairs Council),Make statement,0,2014-11-05,Xi Jinping
FACT_3102_3,Ministry (Mainland Affairs Council),Make statement,Xi Jinping,0,2014-11-05
FACT_3103_0,0,Consult,François Hollande,2014-10-13,Barack Obama
FACT_3103_1,Barack Obama,0,François Hollande,2014-10-13,Consult
FACT_3103_2,Barack Obama,Consult,0,2014-10-13,François Hollande
FACT_3103_3,Barack Obama,Consult,François Hollande,0,2014-10-13
FACT_3104_0,0,Host a visit,Samuel Sitta,2014-01-18,Tanzania
FACT_3104_1,Tanzania,0,Samuel Sitta,2014-01-18,Host a visit
FACT_3104_2,Tanzania,Host a visit,0,2014-01-18,Samuel Sitta
FACT_3104_3,Tanzania,Host a visit,Samuel Sitta,0,2014-01-18
FACT_3105_0,0,Use unconventional violence,Citizen (Indonesia),2014-10-20,Attacker (Indonesia)
FACT_3105_1,Attacker (Indonesia),0,Citizen (Indonesia),2014-10-20,Use unconventional violence
FACT_3105_2,Attacker (Indonesia),Use unconventional violence,0,2014-10-20,Citizen (Indonesia)
FACT_3105_3,Attacker (Indonesia),Use unconventional violence,Citizen (Indonesia),0,2014-10-20
FACT_3106_0,0,Host a visit,China,2014-03-25,France
FACT_3106_1,France,0,China,2014-03-25,Host a visit
FACT_3106_2,France,Host a visit,0,2014-03-25,China
FACT_3106_3,France,Host a visit,China,0,2014-03-25
FACT_3107_0,0,Accuse,Citizen (Australia),2014-07-02,Lawyer/Attorney (Australia)
FACT_3107_1,Lawyer/Attorney (Australia),0,Citizen (Australia),2014-07-02,Accuse
FACT_3107_2,Lawyer/Attorney (Australia),Accuse,0,2014-07-02,Citizen (Australia)
FACT_3107_3,Lawyer/Attorney (Australia),Accuse,Citizen (Australia),0,2014-07-02
FACT_3108_0,0,Host a visit,Defense / Security Ministry (Ukraine),2014-09-15,Poland
FACT_3108_1,Poland,0,Defense / Security Ministry (Ukraine),2014-09-15,Host a visit
FACT_3108_2,Poland,Host a visit,0,2014-09-15,Defense / Security Ministry (Ukraine)
FACT_3108_3,Poland,Host a visit,Defense / Security Ministry (Ukraine),0,2014-09-15
FACT_3109_0,0,Make an appeal or request,Vietnam,2014-11-16,Nguyen Xuan Phuc
FACT_3109_1,Nguyen Xuan Phuc,0,Vietnam,2014-11-16,Make an appeal or request
FACT_3109_2,Nguyen Xuan Phuc,Make an appeal or request,0,2014-11-16,Vietnam
FACT_3109_3,Nguyen Xuan Phuc,Make an appeal or request,Vietnam,0,2014-11-16
FACT_3110_0,0,"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-02-04,Police (Kenya)
FACT_3110_1,Police (Kenya),0,Citizen (Kenya),2014-02-04,"Arrest, detain, or charge with legal action"
FACT_3110_2,Police (Kenya),"Arrest, detain, or charge with legal action",0,2014-02-04,Citizen (Kenya)
FACT_3110_3,Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),0,2014-02-04
FACT_3111_0,0,Meet at a 'third' location,Foreign Affairs (Russia),2014-01-14,John Kerry
FACT_3111_1,John Kerry,0,Foreign Affairs (Russia),2014-01-14,Meet at a 'third' location
FACT_3111_2,John Kerry,Meet at a 'third' location,0,2014-01-14,Foreign Affairs (Russia)
FACT_3111_3,John Kerry,Meet at a 'third' location,Foreign Affairs (Russia),0,2014-01-14
FACT_3112_0,0,Host a visit,Activist (Thailand),2014-07-02,Cambodia
FACT_3112_1,Cambodia,0,Activist (Thailand),2014-07-02,Host a visit
FACT_3112_2,Cambodia,Host a visit,0,2014-07-02,Activist (Thailand)
FACT_3112_3,Cambodia,Host a visit,Activist (Thailand),0,2014-07-02
FACT_3113_0,0,"Abduct, hijack, or take hostage",Citizen (India),2014-04-25,Indigenous People (Bangladesh)
FACT_3113_1,Indigenous People (Bangladesh),0,Citizen (India),2014-04-25,"Abduct, hijack, or take hostage"
FACT_3113_2,Indigenous People (Bangladesh),"Abduct, hijack, or take hostage",0,2014-04-25,Citizen (India)
FACT_3113_3,Indigenous People (Bangladesh),"Abduct, hijack, or take hostage",Citizen (India),0,2014-04-25
FACT_3114_0,0,Host a visit,International Monetary Fund,2014-12-19,Malawi
FACT_3114_1,Malawi,0,International Monetary Fund,2014-12-19,Host a visit
FACT_3114_2,Malawi,Host a visit,0,2014-12-19,International Monetary Fund
FACT_3114_3,Malawi,Host a visit,International Monetary Fund,0,2014-12-19
FACT_3115_0,0,Make statement,Business (Canada),2014-11-28,Police (Canada)
FACT_3115_1,Police (Canada),0,Business (Canada),2014-11-28,Make statement
FACT_3115_2,Police (Canada),Make statement,0,2014-11-28,Business (Canada)
FACT_3115_3,Police (Canada),Make statement,Business (Canada),0,2014-11-28
FACT_3116_0,0,Praise or endorse,Iran,2014-01-15,Foreign Affairs (Ukraine)
FACT_3116_1,Foreign Affairs (Ukraine),0,Iran,2014-01-15,Praise or endorse
FACT_3116_2,Foreign Affairs (Ukraine),Praise or endorse,0,2014-01-15,Iran
FACT_3116_3,Foreign Affairs (Ukraine),Praise or endorse,Iran,0,2014-01-15
FACT_3117_0,0,Express intent to provide military aid,North Atlantic Treaty Organization,2014-05-05,Canada
FACT_3117_1,Canada,0,North Atlantic Treaty Organization,2014-05-05,Express intent to provide military aid
FACT_3117_2,Canada,Express intent to provide military aid,0,2014-05-05,North Atlantic Treaty Organization
FACT_3117_3,Canada,Express intent to provide military aid,North Atlantic Treaty Organization,0,2014-05-05
FACT_3118_0,0,Make an appeal or request,Ministry (Romania),2014-05-28,Victor Ponta
FACT_3118_1,Victor Ponta,0,Ministry (Romania),2014-05-28,Make an appeal or request
FACT_3118_2,Victor Ponta,Make an appeal or request,0,2014-05-28,Ministry (Romania)
FACT_3118_3,Victor Ponta,Make an appeal or request,Ministry (Romania),0,2014-05-28
